artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre,song_description
Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,82,220734,False,0.392984590425765,0.7936131501203124,0.5726303002792922,-0.40150746732108755,-0.9067304360823959,-0.5041145030885494,-0.7950217279897064,-0.19311103153857875,-0.43787529123774416,dance,"A high-energy, slow-paced dance song with a sad mood."
Zedd;Alessia Cara,Stay,Stay,76,210090,False,0.7099106351924992,-0.07706176945277152,0.6430173341031488,-0.2123505834874587,-0.18617410857975183,-0.5041145030885494,-0.5124249437246425,0.26974492926902405,-0.6707448333192702,dance,"A calm, slow-paced dance song with a sad mood."
NEIKED;Mae Muller;Polo G,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),82,160656,False,0.8654925117143508,0.1177467741960009,0.6326779958013394,-0.48189914295037983,-0.9416154669631583,-0.5041062977488414,-0.6379651508609814,0.867600545312177,-0.4034168702421537,dance,"A calm, slow-paced dance song with a happy mood."
Marshmello,Alone,Alone,73,273802,False,0.36993542353363884,1.2388898213175061,0.8987171236440523,-0.47622443643537105,-0.874552002425141,-0.4540425481777768,-0.5544467703811576,-0.20082529755203882,0.6618920677202617,dance,"A high-energy, slow-paced dance song with a sad mood."
Hailee Steinfeld;BloodPop®,Fifty Shades Freed (Original Motion Picture Soundtrack),Capital Letters,70,219373,False,0.5428041752245851,0.6862696668852746,0.5428052859471494,-0.08277811806142292,-0.8456816320410617,-0.5040877872777679,-0.849650102643176,-0.05811137630302788,-0.740028609125506,dance,"A high-energy, slow-paced dance song with a sad mood."
Clean Bandit;Zara Larsson,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),75,212459,False,0.8078695944840354,-0.04923197750294688,0.7312993765262912,-0.26815186421837917,-0.16813012708970232,-0.5040628159092867,-0.39686492041922605,-0.06582564231648794,0.023860878579257012,dance,"A calm, slow-paced dance song with a sad mood."
Ariana Grande,Dangerous Woman,Into You,76,244453,False,0.32383708974938646,0.3682149017444221,0.45909641238826887,0.21136083629987004,-0.8983099113870395,-0.504108365236012,-0.3600958220947755,-0.39368194788853983,-0.4768369908726423,dance,"A calm, slow-paced dance song with a sad mood."
Rixton,Let The Road,Me And My Broken Heart,79,193733,False,-0.1256216646470732,0.5630234453931945,0.7949260737681957,-0.4743328675970347,-0.9323228164957829,-0.5041145030885494,-0.4283812904116124,0.29674486031613423,1.7324715095716439,dance,"A calm, slow-paced dance song with a sad mood."
Sia;Sean Paul,Cheap Thrills (feat. Sean Paul),Cheap Thrills (feat. Sean Paul),69,224813,False,0.14520604633540868,0.6306100829856257,0.6617076764179582,1.2328080090014661,-0.7783174344782103,-0.5041080098866545,-0.7146549845091212,0.9794574025073478,-1.0733045860538155,dance,"A high-energy, slow-paced dance song with a happy mood."
Charlie Puth,Smells Like Me,Smells Like Me,74,204079,False,0.20282896356572408,-0.3036757896156292,0.3501356933615075,-0.3296278514643086,0.04238299029420877,-0.5041145030885494,-0.7950217279897064,0.5204585747064753,2.8650961237868198,dance,"A calm, slow-paced dance song with a sad mood."
Dua Lipa,Future Nostalgia,Break My Heart,78,221820,False,0.9404023041137609,0.3483364789231188,0.9593613194527424,0.035444934334595245,-0.4448045099371283,-0.504110012764851,0.7114607576463589,-0.02725431224918768,-0.30477838923154327,dance,"A calm, slow-paced dance song with a sad mood."
Jonas Blue;William Singe,Blue,Mama,74,184133,False,0.9865006378980132,0.6067559756000618,0.8233592540981717,-0.40718217383609645,-0.643288306327673,-0.5041145030885494,-0.8417710101450794,0.35460185541708417,-0.6048968923267289,dance,"A high-energy, slow-paced dance song with a sad mood."
Astrid S,Leave It Beautiful (Complete),Hurts So Good,71,208728,False,0.6061893841779321,-0.06513471575998953,0.634467496661268,-0.35800138403935294,-0.7142613001885345,-0.5041145030885494,-0.6311366040292976,-0.19696816454530877,-0.07037439665069745,dance,"A calm, slow-paced dance song with a sad mood."
Ava Max,Heaven & Hell,My Head & My Heart,78,174760,False,0.2719764642421026,1.163351814596554,0.904682126510481,-0.13857939879234335,-0.7374177431007647,-0.5041145030885494,-0.4861613020643207,-0.14682543545781845,-0.20503910677576825,dance,"A high-energy, slow-paced dance song with a sad mood."
Shawn Mendes,Handwritten (Deluxe),Imagination,75,217773,False,0.4217960490409227,-0.7410010916843013,0.46068707981931645,-0.5670197406755129,-0.7235840239583934,-0.5041145030885494,-0.7572020839988428,-0.5441101351510106,-1.0741051689230257,dance,"A calm, slow-paced dance song with a sad mood."
Shawn Mendes,Illuminate (Deluxe),Mercy,82,208733,False,-0.06799874741675778,0.08196561311765493,0.6575321744114583,-0.01846477755798909,-0.5711123803674749,-0.5041145030885494,-0.5386885853849644,-0.45539607599622023,0.8666411365207777,dance,"A calm, slow-paced dance song with a sad mood."
Little Mix,Glory Days (Expanded Edition),Power,78,247840,False,-0.004613538463411447,0.8492727340199617,0.8436402638440288,1.1949766322347404,-0.8351559761718662,-0.5036073226420339,-0.17099760214045762,0.16560233808731337,1.6951776909142675,dance,"A high-energy, slow-paced dance song with a sad mood."
Sia,1000 Forms Of Fear,Chandelier,80,216120,False,-0.9669162562096778,0.5789261836502372,1.0695150390527894,-0.32868206704514047,-0.887784255517844,-0.5039184148522214,-0.7619295394977008,0.37774465345746433,-0.16874601670490463,dance,"A calm, slow-paced dance song with a sad mood."
Camila Cabello;Ed Sheeran,Familia,Bam Bam (feat. Ed Sheeran),82,206070,False,1.090221888912581,0.22111457286677763,0.3741945382561027,-0.42136894012361864,-0.3996945562120045,-0.5041145030885494,0.6274171043333289,1.8588837280417927,-0.9057159054324736,dance,"A calm, slow-paced dance song with a happy mood."
Nicki Minaj;Lil Wayne,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),High School,67,218746,True,-0.2062937487695148,0.16545498896712882,0.8283300898201955,2.348833623619877,-0.541039077884059,-0.49555381402315923,0.03385880281005341,-1.0108232289653434,-1.2452631148362632,dance,"A calm, slow-paced dance song with a sad mood."
ZAYN,Icarus Falls,Let Me,68,185373,False,-0.615416461104754,-0.29970010505136857,0.5213312756280067,-0.325844713787636,-0.2282767320565341,-0.5040952496142741,-0.6138026005334852,-1.0995372881201337,1.5431336610034236,dance,"A calm, slow-paced dance song with a sad mood."
Selena Gomez;A$AP Rocky,Revival (Deluxe),Good For You,69,221280,False,0.2316404221808818,0.12569814332452223,0.3529193613658409,-0.22275421209830826,-0.4027018864603461,-0.5041145030885494,-0.7593031753316686,-0.9992518299451534,-1.1073293579952501,dance,"A calm, slow-paced dance song with a sad mood."
Madonna;Sickick,Frozen,Frozen,76,120157,False,0.802107302761004,-0.03332923924590424,-0.2634642681651082,-0.404344820578592,-0.1440714851029696,-0.4420898879732698,-0.20251397213284394,-0.3821105488683498,-0.4050513936001248,dance,"A calm, slow-paced dance song with a sad mood."
Why Don't We,8 Letters,8 Letters,74,190026,False,0.2316404221808818,-0.6495603467063062,0.5084071027507449,-0.5074353222679198,1.0047286697635165,-0.5041145030885494,-0.6342882410285363,-0.8449665096759523,-1.1064287022673887,dance,"A calm, slow-paced dance song with a sad mood."
Halsey,So Good,So Good,77,176058,False,0.05300937876690398,-0.05718334663146821,0.7177787033623866,-0.3759712880035477,-0.8312464468490223,-0.5041145030885494,-0.17099760214045762,-0.6289670612990712,1.42938417833647,dance,"A calm, slow-paced dance song with a sad mood."
Dua Lipa;DaBaby,Levitating (feat. DaBaby),Levitating (feat. DaBaby),78,203064,False,0.7790581358688777,0.7300021970921419,0.8891731190577666,-0.2322120562899897,-0.920473935317317,-0.5041145030885494,-0.7677075406629715,1.7007412747658621,-0.6394887438005208,dance,"A high-energy, slow-paced dance song with a happy mood."
Ariana Grande;Doja Cat,Positions,motive (with Doja Cat),78,167989,True,1.280377515772622,0.4000203782585074,0.515962773048221,-0.1839770509124144,-0.7422294714981112,-0.5041145030885494,-0.2497885271214233,0.7210294910564365,-0.1728823615291573,dance,"A calm, slow-paced dance song with a happy mood."
Doja Cat,Hot Pink,Say So,79,237893,True,1.268852932326559,0.12569814332452223,0.7309017096685293,0.7031687342673052,-0.15309347584799438,-0.5041036810853913,-0.6468947890254908,1.176171185850579,-0.37312815169036656,dance,"A calm, slow-paced dance song with a happy mood."
Zara Larsson,So Good,Lush Life,78,201122,False,0.7329598020846254,0.2807498413306876,0.8621317727299572,-0.3655676593926981,-0.5500610686290838,-0.5041145030885494,-0.013415752178526093,1.2533138459851796,-0.804742391053333,dance,"A calm, slow-paced dance song with a happy mood."
James Hype;Miggy Dela Rosa,Ferrari,Ferrari,90,186661,False,1.6145904357084508,0.193284780916953,0.0759443949346757,-0.33435677356014937,-0.9088355672562352,-0.5039206761663142,-0.8454479199775244,0.8406006142650668,0.09527954203671996,dance,"A calm, slow-paced dance song with a happy mood."
Jay Sean,My Own Way,Ride It (Kya Yehi Pyar Hai),56,193706,False,1.0498858468513603,-0.29970010505136857,0.0932429032473184,-0.08939860899559986,0.22583013544304556,-0.5041145030885494,-0.6169542375327238,0.9678860034871577,-0.9717306345227672,dance,"A calm, slow-paced dance song with a happy mood."
Sam Smith,Love Goes,Fire On Fire,78,246735,False,0.09910771255115633,-0.9278582662045524,0.17953661138165133,-0.36462187497352994,0.4844605368004219,-0.5041145030885494,-0.176250330472522,-0.5441101351510106,-0.23412695102374,dance,"A calm, slow-paced dance song with a sad mood."
The Chainsmokers;Kelsea Ballerini,Sick Boy,This Feeling,73,197946,False,0.04724708704387244,-0.27982168223006526,0.07017822549712813,-0.3854291321952291,-0.7792196335527127,-0.5041145030885494,-0.6426926063598393,-0.09668270637032814,-0.5703717560920373,dance,"A calm, slow-paced dance song with a sad mood."
Jonas Blue;Why Don't We,Don’t Wake Me Up,Don’t Wake Me Up,76,188894,False,0.3123125063033234,0.4198988010798107,0.6312861617991729,-0.48189914295037983,-0.279401346278341,-0.5034877960399887,-0.3495903654306467,-0.18539676552511872,0.06228885630134817,dance,"A calm, slow-paced dance song with a sad mood."
Marshmello;CHVRCHES,Here With Me,Here With Me,75,156346,False,1.291902099218685,-0.3036757896156292,0.8601434384411478,-0.3854291321952291,-0.7596719869384924,-0.5041145030885494,-0.3023158104420672,-1.1303943521739739,-0.7400953243646067,dance,"A calm, slow-paced dance song with a sad mood."
Avicii;Sandro Cavazza,AVĪCI (01),Without You (feat. Sandro Cavazza),78,181672,True,0.5485664669476167,0.8611997877127436,0.679006184730601,-0.3958327608060787,-0.9421267131053764,-0.5041145030885494,-0.8822170183019752,-0.6906811894067516,0.39513118417550186,dance,"A high-energy, slow-paced dance song with a sad mood."
Sia;Sean Paul,This Is Acting,Cheap Thrills (feat. Sean Paul),71,224813,False,0.14520604633540868,0.6306100829856257,0.6617076764179582,1.2328080090014661,-0.7783174344782103,-0.5041080098866545,-0.7146549845091212,0.9794574025073478,-1.0733045860538155,dance,"A high-energy, slow-paced dance song with a happy mood."
Fifth Harmony,Worth It,Worth It,64,185256,False,1.6779756446617977,0.5510963917004126,0.8987171236440523,-0.10263959086395387,-0.8032782755394454,-0.5039297214226851,-0.423128562079548,0.49345864365936504,-0.739328099114947,dance,"A calm, slow-paced dance song with a sad mood."
Ava Max,Not Your Barbie Girl,Not Your Barbie Girl,68,186520,False,1.026836679959234,0.0024519218324417142,0.8193825855205528,-0.3220615761109634,-0.6372736458309899,-0.5041145030885494,-0.9457750311199542,-0.4785388740366004,-0.0695404561619366,dance,"A calm, slow-paced dance song with a sad mood."
Beyoncé,RENAISSANCE,CUFF IT,93,225388,True,1.228516890265338,0.18930909635269236,0.5151674393326972,0.532927538817039,-0.8363589082712028,-0.5040832000406084,-0.7551009926660172,0.647743963928566,-0.23702906392462722,dance,"A calm, slow-paced dance song with a happy mood."
Bazzi,COSMIC,Mine,76,131064,True,0.82515646965313,0.5868775527787585,0.8718746107451237,-0.11777214157064422,-0.8986106444118737,-0.5041055547456396,1.2472390475169262,0.9370289394333176,0.6932148724781118,dance,"A calm, slow-paced dance song with a happy mood."
benny blanco;Halsey;Khalid,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),75,173799,False,-0.039187288801600065,0.15352793527434686,0.12147725014841357,2.2353394933196995,0.7220396264194074,-0.5041145030885494,-0.5124249437246425,-0.598109997245231,-1.0926853630126128,dance,"A calm, slow-paced dance song with a sad mood."
Cardi B;Bad Bunny;J Balvin,Invasion of Privacy,I Like It,79,253390,True,1.435959392294473,0.33640942523033684,0.8472192655638858,0.4194334085168619,-0.6493029668243562,-0.5041145030885494,0.8322735092838398,0.6786010279824063,0.4636810923516282,dance,"A calm, slow-paced dance song with a happy mood."
escape,Цунами,Цунами,57,162785,False,-0.0968102060319155,0.19726046548121368,0.7426328819725055,-0.4582545324711762,-0.42375319819873725,-0.5040937959123573,-0.32332672377032473,-0.9221091698105528,0.42765486323716734,dance,"A calm, slow-paced dance song with a sad mood."
Dua Lipa,Don't Start Now,Don't Start Now,80,183290,False,1.3091889743877796,0.6027802910358011,0.7432293822591484,-0.004278011270466912,-0.9094370333059034,-0.5041145030885494,-0.6216816930315817,0.7827436191641169,0.05982039245461669,dance,"A high-energy, slow-paced dance song with a happy mood."
Selena Gomez;Rauw Alejandro,Revelación - EP,Baila Conmigo (with Rauw Alejandro),75,186087,False,1.4762954343556938,-0.38716516546510266,0.22407529945098448,-0.1243926325048213,-0.8823710610708291,-0.4939385896711989,-0.6143278733666916,0.7326008900766267,0.9258509112227846,dance,"A calm, slow-paced dance song with a happy mood."
SLANDER;Dylan Matthew,Love Is Gone,Love Is Gone,67,256042,False,-0.6615147948890063,-0.7012442460416947,-0.3473719751528698,-0.47527865201620284,-0.7698969097828537,-0.5024217479676949,-0.6227322386979947,-1.50762196023217,0.9152765458253002,dance,"A calm, slow-paced dance song with a sad mood."
Ariana Grande,Sweetener,no tears left to cry,78,205920,False,0.7617712606997831,0.2847255258949482,0.5471796213825304,-0.23883254722416672,-0.8267354514765098,-0.5041044563930802,0.42256069938281776,-0.46311034200968026,-0.005160250429614041,dance,"A calm, slow-paced dance song with a sad mood."
Charlie Puth,Nine Track Mind,One Call Away,73,194453,False,0.5773779255627743,-0.11284293053111746,0.5777999694301968,-0.47527865201620284,0.2649254286714862,-0.5041145030885494,-0.5176776720567069,-0.01568291322899782,-1.0382123702867667,dance,"A calm, slow-paced dance song with a sad mood."
Akon,Trouble Deluxe Edition,Bananza (Belly Dancer),69,238493,False,1.787459187399397,0.24099299568808094,0.46923691726119743,0.40051772013349896,-0.8465838311155643,-0.5040856874861105,2.7810357204797267,0.8328863482516068,-0.5775770019149297,dance,"A calm, slow-paced dance song with a happy mood."
Jonas Blue;Jack & Jack,Blue,Rise,71,194407,False,0.6926237600234052,0.5709748145217158,0.7175798699335055,-0.48568228062705243,0.03636832979752559,-0.5041145030885494,-0.05543757883504106,0.6978866930160563,-0.5371142094002622,dance,"A calm, slow-paced dance song with a happy mood."
Anne-Marie;Niall Horan,Therapy,Our Song,71,163733,False,0.02996021187477781,0.46760701585093867,0.7847855688952672,-0.3220615761109634,-0.5650977198707917,-0.5041145030885494,0.054869716138310966,0.1733166041007734,-1.3742570296377614,dance,"A calm, slow-paced dance song with a sad mood."
Hailee Steinfeld;Alesso;Florida Georgia Line;WATT,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",77,174800,False,0.5600910503936798,0.2648471030736449,0.8162012506584575,-0.3523266775243441,-0.8456816320410617,-0.5041145030885494,-0.6799869775174964,1.033457264601568,-0.6363864851823314,dance,"A calm, slow-paced dance song with a happy mood."
Sabrina Carpenter,Singular Act II,Looking at Me,73,181120,False,0.658050009685216,0.6226587138571045,0.7738497303068149,-0.44595933502199037,-0.9350594870217738,-0.5040979954956724,-0.8370435546462215,0.16174520508058332,-0.5389822360950866,dance,"A high-energy, slow-paced dance song with a sad mood."
Ariana Grande;The Weeknd,My Everything (Deluxe),Love Me Harder,78,236133,False,-0.5462689604283758,0.2887012104592089,0.7694753948714339,-0.4847364962078843,-0.9188499769832126,-0.5041145030885494,-0.7204329856743922,-0.9028235047769028,-0.7724188577089697,dance,"A calm, slow-paced dance song with a sad mood."
Bazzi;Camila Cabello,Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),74,180000,False,0.4102714655948596,0.30062826415199084,0.7032638630540771,-0.48189914295037983,0.09350760451601563,-0.5041145030885494,-0.5702049553773508,-0.8681093077163324,-0.7378937214742785,dance,"A calm, slow-paced dance song with a sad mood."
Jack Ü;Skrillex;Diplo;Justin Bieber,Skrillex and Diplo present Jack Ü,Where Are Ü Now (with Justin Bieber),74,250285,False,-0.7767606293496372,0.5550720762646731,0.8392659284086478,-0.2643687265417066,-0.8237281212281683,-0.5041009028995059,-0.7073011648442312,-1.0686802240662936,0.5765632769102704,dance,"A calm, slow-paced dance song with a sad mood."
The Chainsmokers;Coldplay,Something Just Like This,Something Just Like This,75,247626,False,0.2316404221808818,0.030281713782266344,0.3109655078719601,-0.4582545324711762,-0.8550043558109207,-0.5040350340504329,-0.20776670046490833,0.11931674200655305,-0.6388549490290629,dance,"A calm, slow-paced dance song with a sad mood."
Marshmello;Pritam,BIBA,BIBA,56,175721,False,0.11639458772025095,1.2786466669601126,1.7149283492003575,-0.2785554928292288,-0.7497477971189652,-0.5041145030885494,0.2964952194132727,0.0653168799123327,0.18994846632082965,dance,"A high-energy, slow-paced dance song with a sad mood."
MEDUZA;Becky Hill;Goodboys,Lose Control,Lose Control,78,168387,False,0.17977979667359792,-0.45872748762179455,-0.07954334645022844,-0.40812795825526454,-0.5590830593741086,-0.5041145030885494,-0.3863594637550973,0.21188793416807367,0.05962024673731413,dance,"A calm, slow-paced dance song with a sad mood."
Shawn Mendes;Justin Bieber,Monster,Monster (Shawn Mendes & Justin Bieber),74,178994,False,0.49094354971730125,-1.0272503803110686,0.23520997146831776,-0.312603731919282,-0.743733136622282,-0.5041145030885494,-0.6868155243491803,0.28903059430267414,0.7878170815231202,dance,"A calm, slow-paced dance song with a sad mood."
Sam Smith,In The Lonely Hour,I'm Not The Only One,88,239316,False,0.6350008427930898,-0.6217305547564816,0.48991559386481637,-0.4592003168903444,0.6438490399625261,-0.5040486019349895,-0.7193824400079792,0.07303114592579275,-1.3391981714902634,dance,"A calm, slow-paced dance song with a sad mood."
Julia Michaels,Fifty Shades Freed (Original Motion Picture Soundtrack),Heaven,69,191786,False,-0.0852856225858524,-1.0749585950821967,-0.1680242223022515,-0.46109188572868065,1.6302533614185666,-0.5041145030885494,-0.6815627960171158,-0.8835378397432526,2.5917304315710754,dance,"A calm, slow-paced dance song with a sad mood."
Lady Gaga;Bradley Cooper,A Star Is Born Soundtrack,Shallow,84,215733,False,0.02996021187477781,-1.0192990111825473,0.37717703968931693,-0.5093268911062561,0.16869086072455536,-0.5041145030885494,0.09163881446276169,-0.5826814652183109,-0.8789297369334809,dance,"A calm, slow-paced dance song with a sad mood."
Bruno Mars,Unorthodox Jukebox,Locked out of Heaven,87,233478,False,0.9173531372216348,0.2250902574310383,0.814014082940767,-0.39299540754857426,-0.7996694792414356,-0.5041145030885494,0.5013516243637836,1.5155988904428208,0.7287407372993157,dance,"A calm, slow-paced dance song with a happy mood."
Troye Sivan,Blue Neighbourhood (Deluxe),YOUTH,72,185194,False,0.3526485483645442,0.3801419554372041,0.7599313902851482,-0.4128568803511053,-0.7590705208888241,-0.5041145030885494,-0.7136044388427085,0.4548873135920648,-1.0221006400439108,dance,"A calm, slow-paced dance song with a sad mood."
The Chainsmokers;5 Seconds of Summer,World War Joy,Who Do You Love,72,226733,True,-0.3273018749531772,0.8134915729416158,0.728515708521958,-0.36462187497352994,-0.9166546259019233,-0.5041145030885494,-0.02917393717471926,0.003602751804652306,0.5930752985877316,dance,"A high-energy, slow-paced dance song with a sad mood."
Sean Paul;Dua Lipa,No Lie,No Lie,61,221176,False,1.0095498047901394,0.9566162172549996,1.0730940407726466,0.3059392782166846,-0.8068870718374552,-0.5041145030885494,-0.03967939383884804,-0.04268284427610778,-0.6707448333192702,dance,"A high-energy, slow-paced dance song with a sad mood."
Katy Perry;Juicy J,PRISM,Dark Horse,78,215672,False,0.46213209110214354,-0.22416209833041598,0.4246982291918643,-0.3163868695959545,-0.9375856444303807,-0.5041145030885494,-0.2550412554534877,-0.46696747501641034,0.3264478455211741,dance,"A calm, slow-paced dance song with a sad mood."
Ariana Grande,"thank u, next","break up with your girlfriend, i'm bored",78,190440,True,0.9173531372216348,-0.34740831982249604,0.5903264754496967,0.06665582016714398,-0.8204200579549925,-0.5041145030885494,-0.5649522270452865,-0.5363958691375506,1.596205633708152,dance,"A calm, slow-paced dance song with a sad mood."
Majestic;Boney M.,Rasputin,Rasputin,80,186209,False,1.101746472358644,1.07986243874708,1.0603687013242657,0.2681079014499588,-0.93608197930621,-0.5038909560382381,-0.10796486215568495,0.7094580920362464,0.19655327499181385,dance,"A high-energy, slow-paced dance song with a happy mood."
Burna Boy;Ed Sheeran,"Love, Damini",For My Hand (feat. Ed Sheeran),83,159123,False,1.7471231453381764,-0.6455846621420457,0.0954300709650089,0.759915799417394,-0.4628484914271778,-0.5036073226420339,-0.023921208842654872,0.9370289394333176,-0.6033957994469596,dance,"A calm, slow-paced dance song with a happy mood."
Marshmello;Juice WRLD,Bye Bye,Bye Bye,52,108498,False,0.7214352186385623,-0.4945086487001405,0.5207347753413639,-0.40812795825526454,-0.7470411998954577,-0.5041145030885494,1.530886377448403,-1.1303943521739739,-1.302838366180299,dance,"A calm, slow-paced dance song with a sad mood."
Jonas Blue;JP Cooper,Blue,Perfect Strangers,76,196613,False,0.9404023041137609,0.8731268414055257,0.8269382558180289,-0.3740797191652114,0.22583013544304556,-0.5041145030885494,-0.002910295514397316,0.8868862103458272,-0.139524741978731,dance,"A high-energy, slow-paced dance song with a happy mood."
Jennifer Lopez,Ain't Your Mama,Ain't Your Mama,71,218234,False,1.0959841806356125,0.1455765661458255,0.5428052859471494,1.4030492044517322,-0.8050826736884503,-0.5040849767873956,-0.7782129973271004,1.3343136391265096,-0.06914016472733148,dance,"A calm, slow-paced dance song with a happy mood."
K-391;Alan Walker;Ahrix,End of Time,End of Time,67,187560,False,1.4013856419562842,0.23304162655955962,0.515962773048221,-0.42326050896195494,-0.1440714851029696,-0.503898386070257,-0.4021176487512904,-1.0841087560932137,-0.20443866962386056,dance,"A calm, slow-paced dance song with a sad mood."
Nicki Minaj,Queen Radio: Volume 1,Super Freaky Girl,83,170977,True,2.2138687749037307,0.9407134789979569,1.1321475691502894,1.1949766322347404,-0.7939555517695865,-0.5040624928644163,0.5643843643485562,1.7315983388197023,0.36247407463563497,dance,"A high-energy, slow-paced dance song with a happy mood."
Nathan Dawe;Ella Henderson,21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),83,155253,False,0.3123125063033234,0.5709748145217158,0.7476037176945294,0.2397343688749144,-0.897407712312537,-0.5040953788322222,-0.8528017396424147,1.176171185850579,0.0604541872260745,dance,"A calm, slow-paced dance song with a happy mood."
Sam Smith,In The Lonely Hour,I'm Not The Only One,88,239316,False,0.6350008427930898,-0.6217305547564816,0.48991559386481637,-0.4592003168903444,0.6438490399625261,-0.5040486019349895,-0.7193824400079792,0.07303114592579275,-1.3391981714902634,dance,"A calm, slow-paced dance song with a sad mood."
Selena Gomez;Gucci Mane,Fetish (feat. Gucci Mane),Fetish (feat. Gucci Mane),72,186112,False,0.813631886207067,-0.09296450770981415,0.7625162248606006,-0.240724116062503,-0.8856791243440048,-0.5040925037328757,-0.7960722736561193,-0.806395179608652,0.028864521511821152,dance,"A calm, slow-paced dance song with a sad mood."
Mark Ronson;Miley Cyrus,Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),78,217466,False,0.19706667184269255,0.6067559756000618,0.4801727558496497,-0.16600714694821952,-0.9173463118590418,-0.504110109678312,0.91631716259687,-0.8873949727499826,-0.26958610060584326,dance,"A high-energy, slow-paced dance song with a sad mood."
Selena Gomez,13 Reasons Why (Season 2),Back To You,72,210240,False,0.191304380119661,0.16545498896712882,0.39527088171748354,-0.33435677356014937,-0.6511073649733612,-0.5041104327231825,-0.5439413137170289,0.07688827893252279,-0.670878263797472,dance,"A calm, slow-paced dance song with a sad mood."
Jay Sean;Lil Wayne,All Or Nothing,Down,78,212506,False,0.9231154289446662,0.15352793527434686,0.7478025511234102,-0.5301341483279552,-0.9166546259019233,-0.5041145030885494,-0.6904924341816252,0.9794574025073478,0.32904973984610747,dance,"A calm, slow-paced dance song with a happy mood."
Katy Perry,Teenage Dream,The One That Got Away,76,227333,False,0.7156729269155307,0.6107316601643225,0.8426460966996241,-0.4648750234053533,-0.94458670924852,-0.5041112080308714,-0.3023158104420672,1.550313087503391,0.3943973165453928,dance,"A high-energy, slow-paced dance song with a happy mood."
Martin Garrix;Macklemore;Fall Out Boy,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),74,163804,True,0.5428041752245851,0.3244823715375548,0.2550933143564128,-0.26531451096087477,-0.4087165469570293,-0.5040747685694912,-0.3863594637550973,-0.6096813962654211,-0.27919309503636597,dance,"A calm, slow-paced dance song with a sad mood."
Ellie Goulding;Juice WRLD,Brightest Blue,Hate Me,69,188066,False,0.4217960490409227,0.5868775527787585,0.6696610135731964,-0.1915433262657595,-0.6838872646802845,-0.5041145030885494,-0.3495903654306467,1.1105999247361686,-1.5721344288108905,dance,"A calm, slow-paced dance song with a happy mood."
Jason Derulo,Acapulco,Acapulco,81,139672,False,1.1939431399271487,0.5988046064715404,0.8426460966996241,-0.305983240985105,-0.7936548187447524,-0.5041145030885494,-0.3075685387741316,0.1270310080200131,-0.0028585746806345375,dance,"A calm, slow-paced dance song with a sad mood."
Shawn Mendes,If I Can't Have You,If I Can't Have You,73,190800,False,0.7214352186385623,0.6663912440639717,0.8074525797876956,-0.2312662718708216,0.6288123887208181,-0.5041145030885494,-0.3495903654306467,1.5040274914226308,0.05881966386810386,dance,"A high-energy, slow-paced dance song with a happy mood."
HRVY,Talk To Ya - EP,Personal,70,198040,False,1.0844595971895494,-0.41897064197918793,0.527693945352197,0.3343128107917288,-0.6041930130992325,-0.5041145030885494,-0.9736144912798955,1.5734558855437712,0.5611186990584233,dance,"A calm, slow-paced dance song with a happy mood."
DJ Snake;Lauv,A Different Way (with Lauv),A Different Way (with Lauv),66,198285,False,1.2515660571574643,0.4596556467224173,0.8643189404476478,-0.4374472752494771,0.5415998115189121,-0.5041106911590788,-0.3758540070909686,0.43560164855841466,-0.5721397099282103,electronic,"A calm, slow-paced electronic song with a sad mood."
DJ Snake;Bipolar Sunshine,Encore,Middle,76,220573,False,0.09334542082812478,0.2131632037382563,0.5811801377211729,-0.40056168290191946,-0.9046253049085569,-0.5041145030885494,-0.8449226471443181,-0.9645376328845832,-0.5760425514156099,electronic,"A calm, slow-paced electronic song with a sad mood."
Rovalio;Abdul Hannan,Iraaday,Iraaday,66,133305,False,0.9807383461749817,-0.7290740379915193,0.4879272595760069,-0.5008148313337427,0.8603768178431203,-0.5040919545565961,-0.39686492041922605,-0.06968277532321795,-1.0726040760432565,electronic,"A calm, slow-paced electronic song with a sad mood."
DJ Snake;Justin Bieber,Encore,Let Me Love You,84,205946,False,0.4736566745482066,0.2966525795877302,0.5742209677103396,-0.47054972992036215,-0.6874960609782944,-0.5040295422876363,-0.4126231054154192,-1.1998227462951143,-0.7391946686367452,electronic,"A calm, slow-paced electronic song with a sad mood."
